product_id,product_name,category,brand,list_price
5611,Treatment 610,Sports,BrandE,2750.63
5612,Commercial 611,Clothing,BrandE,572.68
5613,Such 612,Sports,BrandB,274.21
5614,Talk 613,Sports,BrandF,3299.11
5615,Cost 614,Home,BrandA,2699.0
5616,Upon 615,Clothing,BrandB,456.02
5617,Itself 616,Sports,BrandB,222.95
5618,Ago 617,Electronics,BrandB,4949.29
5619,Country 618,Electronics,BrandC,198.61
5620,Since 619,Beauty,BrandE,2250.41
5621,Window 620,Clothing,BrandG,2547.86
5622,Go 621,Clothing,BrandF,630.54
5623,Stay 622,Beauty,BrandD,886.86
5624,Word 623,Sports,BrandG,1791.43
5625,Its 624,Clothing,BrandF,3820.3
5626,Suffer 625,Electronics,BrandD,2560.06
5627,Relationship 626,Electronics,BrandC,3207.61
5628,Treat 627,Home,BrandB,4926.61
5629,Simple 628,Clothing,BrandC,3851.63
5630,Talk 629,Sports,BrandC,2200.09
5631,Energy 630,Beauty,BrandG,2259.89
5632,Example 631,Beauty,BrandA,3112.92
5633,Collection 632,Sports,BrandG,3343.56
5634,Store 633,Grocery,BrandE,2528.52
5635,Science 634,Toys,BrandD,3242.06
5636,Box 635,Home,BrandB,166.49
5637,Idea 636,Beauty,BrandG,2176.63
5638,Turn 637,Clothing,BrandD,1430.74
5639,American 638,Home,BrandF,689.41
5640,Town 639,Clothing,BrandD,542.76
5641,Many 640,Grocery,BrandF,3035.8
5642,Doctor 641,Electronics,BrandG,2641.82
5643,Decision 642,Home,BrandE,1305.24
5644,Technology 643,Beauty,BrandG,2381.2
5645,Why 644,Home,BrandF,2486.55
5646,Magazine 645,Home,BrandD,1015.29
5647,Hard 646,Home,BrandD,3277.86
5648,Focus 647,Toys,BrandF,3915.55
5649,Tend 648,Home,BrandC,3967.74
5650,Stuff 649,Clothing,BrandE,3032.23
5651,Try 650,Electronics,BrandA,2582.61
5652,Drive 651,Grocery,BrandB,351.99
5653,Dog 652,Sports,BrandD,1474.76
5654,Agent 653,Home,BrandB,511.69
5655,Receive 654,Beauty,BrandA,4820.92
5656,Data 655,Home,BrandG,718.65
5657,Inside 656,Beauty,BrandB,801.29
5658,Get 657,Clothing,BrandA,4453.4
5659,Family 658,Beauty,BrandF,4722.45
5660,Treatment 659,Sports,BrandC,3840.85
5661,Available 660,Electronics,BrandD,76.75
5662,Spring 661,Beauty,BrandA,56.66
5663,Family 662,Beauty,BrandB,1921.6
5664,Have 663,Electronics,BrandD,759.81
5665,Put 664,Sports,BrandC,141.01
5666,Mr 665,Home,BrandF,2347.13
5667,Instead 666,Beauty,BrandG,4718.16
5668,Respond 667,Electronics,BrandD,1652.91
5669,Threat 668,Clothing,BrandG,3322.65
5670,Not 669,Electronics,BrandA,3278.56
5671,Glass 670,Clothing,BrandC,1292.85
5672,Wrong 671,Sports,BrandB,3269.6
5673,Ahead 672,Home,BrandC,1101.05
5674,Business 673,Electronics,BrandC,653.94
5675,Understand 674,Grocery,BrandE,3521.85
5676,Every 675,Grocery,BrandC,611.53
5677,Could 676,Toys,BrandC,4984.7
5678,Partner 677,Beauty,BrandD,958.09
5679,Evidence 678,Sports,BrandB,2991.0
5680,American 679,Electronics,BrandD,2086.3
5681,Boy 680,Grocery,BrandD,675.61
5682,Pick 681,Beauty,BrandA,187.83
5683,Leader 682,Grocery,BrandD,3132.52
5684,Hair 683,Electronics,BrandE,4043.45
5685,Shoulder 684,Clothing,BrandE,4217.98
5686,Stop 685,Electronics,BrandG,2439.43
5687,Former 686,Toys,BrandA,3898.4
5688,Least 687,Electronics,BrandG,3380.59
5689,Police 688,Electronics,BrandG,3635.06
5690,Much 689,Toys,BrandF,2488.37
5691,Business 690,Sports,BrandB,3185.39
5692,Image 691,Electronics,BrandB,4037.35
5693,We 692,Toys,BrandD,2019.53
5694,Part 693,Beauty,BrandD,4039.6
5695,Customer 694,Clothing,BrandF,2980.48
5696,Environmental 695,Clothing,BrandD,871.21
5697,Another 696,Electronics,BrandB,172.19
5698,Section 697,Sports,BrandG,1845.63
5699,Least 698,Sports,BrandC,2756.15
5700,Ability 699,Beauty,BrandE,4207.11
5701,Nature 700,Electronics,BrandC,681.05
5702,Wish 701,Clothing,BrandC,4011.02
5703,Sure 702,Sports,BrandB,4321.89
5704,Nothing 703,Electronics,BrandC,795.9
5705,Right 704,Grocery,BrandF,4265.39
5706,Serve 705,Sports,BrandA,4957.7
5707,Yard 706,Toys,BrandD,3647.85
5708,Site 707,Grocery,BrandA,3934.61
5709,Since 708,Sports,BrandG,4972.36
5710,Religious 709,Clothing,BrandE,3047.13
5711,Debate 710,Home,BrandD,1574.04
5712,Himself 711,Grocery,BrandC,4195.78
5713,Lawyer 712,Beauty,BrandE,3091.7
5714,Available 713,Beauty,BrandD,2926.92
5715,Red 714,Clothing,BrandF,1305.5
5716,Wife 715,Sports,BrandF,3793.85
5717,Give 716,Electronics,BrandF,454.25
5718,Price 717,Sports,BrandF,4625.22
5719,Former 718,Clothing,BrandC,1662.83
5720,Record 719,Beauty,BrandA,682.48
5721,Thus 720,Sports,BrandD,2239.71
5722,Capital 721,Beauty,BrandC,260.23
5723,Service 722,Grocery,BrandF,3438.9
5724,We 723,Electronics,BrandG,4518.39
5725,First 724,Grocery,BrandA,4194.45
5726,Movement 725,Beauty,BrandG,680.48
5727,For 726,Beauty,BrandE,675.04
5728,Reflect 727,Home,BrandG,4076.5
5729,Issue 728,Home,BrandE,4625.06
5730,General 729,Grocery,BrandE,2330.32
5731,Interesting 730,Toys,BrandF,2519.91
5732,Same 731,Grocery,BrandE,1625.4
5733,Find 732,Home,BrandB,4476.61
5734,Once 733,Beauty,BrandD,3242.27
5735,Care 734,Clothing,BrandD,1476.85
5736,Dark 735,Grocery,BrandF,1528.98
5737,Kitchen 736,Beauty,BrandB,4461.44
5738,Red 737,Clothing,BrandG,117.49
5739,Yard 738,Clothing,BrandC,1647.5
5740,Hundred 739,Home,BrandG,2794.07
5741,Research 740,Grocery,BrandC,783.68
5742,Smile 741,Sports,BrandE,505.89
5743,Weight 742,Electronics,BrandA,4085.62
5744,Contain 743,Home,BrandC,4477.3
5745,Power 744,Home,BrandA,4126.85
5746,Outside 745,Sports,BrandD,4499.0
5747,Fish 746,Electronics,BrandA,2787.9
5748,Into 747,Beauty,BrandD,4070.68
5749,Official 748,Toys,BrandB,1951.01
5750,These 749,Grocery,BrandB,3348.03
5751,A 750,Toys,BrandF,4944.74
5752,Fly 751,Beauty,BrandF,1167.35
5753,Few 752,Home,BrandE,1980.0
5754,Develop 753,Electronics,BrandC,2426.23
5755,Law 754,Home,BrandE,733.18
5756,Stock 755,Clothing,BrandD,451.14
5757,Particularly 756,Home,BrandE,4157.13
5758,Policy 757,Home,BrandA,4885.13
5759,Real 758,Beauty,BrandD,2053.39
5760,Fund 759,Beauty,BrandF,483.87
5761,Make 760,Beauty,BrandB,375.77
5762,Letter 761,Toys,BrandF,4462.03
5763,Letter 762,Clothing,BrandC,2345.88
5764,Republican 763,Beauty,BrandD,1634.14
5765,Different 764,Electronics,BrandD,2408.48
5766,Much 765,Toys,BrandA,1625.61
5767,Material 766,Sports,BrandC,2470.73
5768,Student 767,Electronics,BrandB,4304.8
5769,Wear 768,Grocery,BrandG,2981.89
5770,Style 769,Grocery,BrandD,3488.54
5771,Simply 770,Electronics,BrandD,1855.12
5772,Condition 771,Beauty,BrandA,3705.6
5773,Reason 772,Sports,BrandE,3349.75
5774,Become 773,Sports,BrandB,641.83
5775,Federal 774,Toys,BrandF,2884.58
5776,Myself 775,Sports,BrandC,1320.88
5777,Record 776,Grocery,BrandD,4030.27
5778,Property 777,Clothing,BrandD,2158.39
5779,President 778,Beauty,BrandF,4973.69
5780,Government 779,Sports,BrandB,507.88
5781,Better 780,Toys,BrandE,3912.72
5782,Tell 781,Grocery,BrandD,3384.82
5783,Society 782,Clothing,BrandB,3849.12
5784,Easy 783,Home,BrandF,1572.27
5785,Remember 784,Home,BrandA,2485.67
5786,Force 785,Clothing,BrandE,3992.72
5787,Down 786,Grocery,BrandC,1201.08
5788,Sure 787,Toys,BrandD,1168.86
5789,Decide 788,Clothing,BrandB,2777.7
5790,Choice 789,Beauty,BrandA,2641.64
5791,Ago 790,Beauty,BrandC,1447.2
5792,Any 791,Home,BrandG,1525.47
5793,Election 792,Sports,BrandB,1425.33
5794,May 793,Toys,BrandB,3868.98
5795,Popular 794,Home,BrandC,3276.91
5796,To 795,Sports,BrandA,4170.47
5797,Special 796,Sports,BrandG,4878.59
5798,Baby 797,Beauty,BrandF,2397.11
5799,Lose 798,Grocery,BrandA,380.13
5800,Join 799,Electronics,BrandE,288.06
5801,Various 800,Grocery,BrandD,1513.54
5802,Professional 801,Electronics,BrandC,4666.1
5803,Parent 802,Clothing,BrandF,2639.9
5804,Day 803,Beauty,BrandG,1395.34
5805,Serious 804,Sports,BrandC,2025.88
5806,Same 805,Toys,BrandC,3013.05
5807,If 806,Electronics,BrandA,3282.1
5808,Miss 807,Grocery,BrandD,811.9
5809,Instead 808,Sports,BrandE,4886.31
5810,Either 809,Electronics,BrandB,2746.62
5811,Choose 810,Electronics,BrandB,721.66
5812,Reality 811,Electronics,BrandC,4473.49
5813,Rise 812,Toys,BrandD,419.46
5814,Accept 813,Beauty,BrandG,4543.29
5815,Walk 814,Toys,BrandG,4983.0
5816,Social 815,Home,BrandF,3517.14
5817,Traditional 816,Sports,BrandA,3863.71
5818,Speech 817,Beauty,BrandD,1719.65
5819,Value 818,Beauty,BrandD,4710.81
5820,Both 819,Beauty,BrandA,2672.08
5821,Start 820,Grocery,BrandG,3675.32
5822,Large 821,Beauty,BrandG,4624.33
5823,Discuss 822,Toys,BrandG,4877.14
5824,Control 823,Beauty,BrandC,4174.36
5825,Summer 824,Clothing,BrandD,1549.94
5826,Safe 825,Sports,BrandB,4834.41
5827,National 826,Beauty,BrandA,3159.19
5828,Majority 827,Sports,BrandG,4656.68
5829,Apply 828,Clothing,BrandF,3396.72
5830,Onto 829,Clothing,BrandG,1570.83
5831,Enjoy 830,Sports,BrandG,1881.62
5832,Whose 831,Electronics,BrandE,2774.84
5833,Thus 832,Home,BrandC,3960.57
5834,Campaign 833,Grocery,BrandA,1624.01
5835,Loss 834,Electronics,BrandE,2919.67
5836,Cell 835,Electronics,BrandE,1760.84
5837,Suddenly 836,Toys,BrandF,4088.06
5838,Majority 837,Grocery,BrandD,2360.3
5839,Region 838,Grocery,BrandF,429.78
5840,Nice 839,Electronics,BrandD,871.96
5841,Operation 840,Beauty,BrandD,352.47
5842,Physical 841,Toys,BrandA,2521.55
5843,Free 842,Toys,BrandG,576.37
5844,Someone 843,Clothing,BrandA,614.99
5845,Vote 844,Grocery,BrandC,4708.19
5846,Level 845,Electronics,BrandD,4369.64
5847,Position 846,Clothing,BrandE,2287.83
5848,Teacher 847,Sports,BrandG,4929.74
5849,Serve 848,Home,BrandB,50.92
5850,Wait 849,Toys,BrandC,3089.2
5851,Mother 850,Sports,BrandA,3101.32
5852,Last 851,Sports,BrandF,2314.34
5853,Then 852,Beauty,BrandC,2014.89
5854,What 853,Home,BrandC,2304.15
5855,Official 854,Sports,BrandG,2104.05
5856,Like 855,Sports,BrandC,3665.94
5857,Watch 856,Home,BrandC,720.01
5858,Cold 857,Home,BrandB,1028.31
5859,Six 858,Sports,BrandF,943.57
5860,Training 859,Home,BrandF,1349.23
5861,May 860,Sports,BrandF,2650.03
5862,Listen 861,Sports,BrandD,600.48
5863,Event 862,Beauty,BrandE,4347.44
5864,Society 863,Electronics,BrandF,1521.94
5865,End 864,Sports,BrandC,854.56
5866,Though 865,Clothing,BrandC,3394.33
5867,Public 866,Toys,BrandF,238.53
5868,Factor 867,Grocery,BrandG,3118.84
5869,Space 868,Electronics,BrandF,3506.08
5870,Star 869,Electronics,BrandC,1113.84
5871,Near 870,Electronics,BrandD,257.72
5872,Memory 871,Beauty,BrandA,1850.04
5873,Produce 872,Sports,BrandA,538.04
5874,Edge 873,Beauty,BrandF,626.57
5875,Face 874,Sports,BrandB,1308.59
5876,Less 875,Beauty,BrandF,1512.57
5877,Bank 876,Beauty,BrandG,2673.35
5878,Sell 877,Toys,BrandF,3408.04
5879,Feeling 878,Clothing,BrandA,2984.22
5880,Easy 879,Beauty,BrandC,784.38
5881,Expert 880,Toys,BrandF,901.83
5882,Government 881,Home,BrandC,4399.91
5883,Front 882,Clothing,BrandC,2813.84
5884,Walk 883,Beauty,BrandB,4356.19
5885,Now 884,Grocery,BrandC,1889.16
5886,Be 885,Electronics,BrandA,3091.28
5887,Certainly 886,Home,BrandD,2642.13
5888,City 887,Home,BrandD,1629.66
5889,During 888,Toys,BrandE,2376.08
5890,Identify 889,Home,BrandG,2537.33
5891,Rule 890,Clothing,BrandF,1043.82
5892,Claim 891,Beauty,BrandG,1609.3
5893,Seat 892,Beauty,BrandA,3967.48
5894,Difficult 893,Grocery,BrandC,4583.15
5895,Attack 894,Electronics,BrandD,1830.98
5896,Join 895,Toys,BrandG,1569.51
5897,Involve 896,Electronics,BrandA,1016.23
5898,Give 897,Home,BrandD,3408.53
5899,Occur 898,Grocery,BrandC,1649.34
5900,Man 899,Electronics,BrandG,4939.36
5901,Just 900,Clothing,BrandD,1662.14
5902,Assume 901,Beauty,BrandF,2000.97
5903,Design 902,Home,BrandF,3036.5
5904,There 903,Grocery,BrandE,4018.34
5905,Kitchen 904,Electronics,BrandE,2374.12
5906,Improve 905,Toys,BrandD,2142.15
5907,West 906,Clothing,BrandA,4978.41
5908,Speech 907,Clothing,BrandF,101.94
5909,Pattern 908,Electronics,BrandA,4480.57
5910,Young 909,Beauty,BrandA,788.25
5911,Safe 910,Electronics,BrandD,3940.33
5912,Again 911,Home,BrandA,3108.76
5913,Tough 912,Electronics,BrandF,1742.14
5914,Up 913,Clothing,BrandC,4375.68
5915,Southern 914,Grocery,BrandE,113.89
5916,Parent 915,Electronics,BrandC,1172.12
5917,Husband 916,Beauty,BrandA,2856.12
5918,Me 917,Grocery,BrandC,1790.13
5919,According 918,Toys,BrandF,3071.37
5920,Yes 919,Sports,BrandF,169.35
5921,He 920,Electronics,BrandA,626.47
5922,Fire 921,Beauty,BrandD,679.13
5923,Some 922,Grocery,BrandC,986.95
5924,In 923,Beauty,BrandD,2323.69
5925,Tonight 924,Toys,BrandD,3773.04
5926,Wait 925,Clothing,BrandB,4532.42
5927,Thing 926,Beauty,BrandA,4185.09
5928,Kind 927,Grocery,BrandE,1024.59
5929,Nothing 928,Beauty,BrandF,2233.7
5930,Small 929,Beauty,BrandF,1037.09
5931,Simple 930,Beauty,BrandA,1359.14
5932,Office 931,Home,BrandG,2542.56
5933,Such 932,Home,BrandG,387.14
5934,Player 933,Clothing,BrandG,1129.96
5935,Water 934,Electronics,BrandE,4680.12
5936,Discussion 935,Beauty,BrandF,2357.28
5937,Method 936,Toys,BrandA,2254.66
5938,Discuss 937,Electronics,BrandF,122.11
5939,Explain 938,Toys,BrandD,1274.63
5940,Least 939,Electronics,BrandC,4338.15
5941,Mention 940,Clothing,BrandC,864.91
5942,Air 941,Beauty,BrandF,2104.87
5943,Improve 942,Beauty,BrandB,120.94
5944,Great 943,Sports,BrandE,2417.76
5945,Relate 944,Toys,BrandG,154.05
5946,Respond 945,Electronics,BrandE,4107.07
5947,Success 946,Electronics,BrandE,4133.03
5948,Interview 947,Home,BrandD,3949.32
5949,Shake 948,Sports,BrandE,1452.65
5950,Company 949,Grocery,BrandC,4194.32
5951,Though 950,Grocery,BrandD,2737.84
5952,Manage 951,Home,BrandA,1900.35
5953,Wide 952,Home,BrandE,3145.38
5954,Care 953,Home,BrandE,111.09
5955,Prevent 954,Toys,BrandA,757.66
5956,None 955,Toys,BrandE,3724.35
5957,Agreement 956,Clothing,BrandA,1258.6
5958,What 957,Clothing,BrandD,3010.15
5959,Indeed 958,Home,BrandC,1956.26
5960,Person 959,Sports,BrandA,4281.29
5961,Organization 960,Electronics,BrandB,4764.46
5962,Recognize 961,Toys,BrandA,4423.65
5963,Agreement 962,Sports,BrandE,1389.57
5964,Because 963,Beauty,BrandG,1011.11
5965,Question 964,Toys,BrandG,2398.45
5966,Later 965,Toys,BrandD,86.3
5967,Central 966,Clothing,BrandF,177.76
5968,Trial 967,Electronics,BrandD,2788.79
5969,Main 968,Electronics,BrandF,2626.22
5970,Court 969,Grocery,BrandG,4973.18
5971,Apply 970,Grocery,BrandG,1049.12
5972,Ever 971,Grocery,BrandA,1327.61
5973,Hundred 972,Grocery,BrandC,612.03
5974,Generation 973,Beauty,BrandB,4591.84
5975,Development 974,Beauty,BrandD,3900.17
5976,Look 975,Toys,BrandE,4120.58
5977,General 976,Home,BrandF,4518.68
5978,Green 977,Clothing,BrandE,2648.25
5979,Sort 978,Clothing,BrandC,2283.41
5980,Until 979,Grocery,BrandF,1685.44
5981,Hundred 980,Toys,BrandD,2966.61
5982,Fall 981,Sports,BrandA,2298.68
5983,Soldier 982,Home,BrandE,2285.25
5984,Theory 983,Toys,BrandC,4687.79
5985,Know 984,Home,BrandD,4920.96
5986,Entire 985,Home,BrandG,3992.6
5987,They 986,Home,BrandG,3795.95
5988,Beat 987,Toys,BrandD,3418.76
5989,Many 988,Grocery,BrandD,872.07
5990,After 989,Clothing,BrandD,342.57
5991,So 990,Clothing,BrandF,3469.1
5992,Notice 991,Grocery,BrandD,3657.49
5993,Area 992,Home,BrandE,282.52
5994,Hard 993,Sports,BrandC,4643.86
5995,Door 994,Electronics,BrandF,501.15
5996,Rate 995,Toys,BrandD,1465.21
5997,Authority 996,Electronics,BrandB,3378.33
5998,Statement 997,Grocery,BrandB,890.87
5999,Reach 998,Sports,BrandC,324.31
6000,Amount 999,Toys,BrandG,1689.18
6001,Somebody 1000,Grocery,BrandA,3841.56
6002,Allow 1001,Home,BrandA,2097.71
6003,End 1002,Clothing,BrandG,3282.22
6004,Decision 1003,Electronics,BrandF,2919.11
6005,Those 1004,Beauty,BrandF,159.98
6006,Again 1005,Beauty,BrandF,4943.27
6007,Pretty 1006,Sports,BrandA,255.07
6008,Claim 1007,Home,BrandB,4840.62
6009,Edge 1008,Electronics,BrandA,2771.83
6010,Card 1009,Home,BrandE,4817.64
6011,Material 1010,Electronics,BrandD,618.03
6012,Relationship 1011,Sports,BrandF,2477.52
6013,Building 1012,Sports,BrandB,889.05
6014,Organization 1013,Beauty,BrandC,302.33
6015,Yourself 1014,Home,BrandC,3106.77
6016,Discover 1015,Toys,BrandD,1078.53
6017,Make 1016,Beauty,BrandB,2959.1
6018,Scene 1017,Home,BrandA,606.2
6019,Establish 1018,Beauty,BrandA,1693.33
6020,Speak 1019,Toys,BrandE,3919.08
6021,Home 1020,Clothing,BrandE,2213.41
6022,Computer 1021,Clothing,BrandA,3157.34
6023,Police 1022,Clothing,BrandC,3254.92
6024,Policy 1023,Clothing,BrandF,4226.59
6025,Small 1024,Grocery,BrandC,1658.37
6026,Serious 1025,Electronics,BrandE,3452.11
6027,Building 1026,Grocery,BrandD,4810.0
6028,Star 1027,Grocery,BrandA,3664.7
6029,Tell 1028,Grocery,BrandE,2474.86
6030,Common 1029,Clothing,BrandE,3172.05
6031,Foreign 1030,Toys,BrandF,3711.43
6032,Box 1031,Sports,BrandA,3080.77
6033,Particular 1032,Sports,BrandF,132.55
6034,Agree 1033,Electronics,BrandA,1014.13
6035,Woman 1034,Clothing,BrandF,4061.82
6036,Forget 1035,Clothing,BrandC,1399.62
6037,Parent 1036,Clothing,BrandD,3671.23
6038,Research 1037,Beauty,BrandD,1892.0
6039,Whatever 1038,Home,BrandA,2633.33
6040,How 1039,Beauty,BrandB,386.47
6041,Industry 1040,Home,BrandG,947.07
6042,Year 1041,Clothing,BrandE,4788.12
6043,Senior 1042,Clothing,BrandE,4456.18
6044,Decide 1043,Beauty,BrandA,3278.76
6045,Bag 1044,Beauty,BrandF,2325.24
6046,Person 1045,Home,BrandB,3395.02
6047,Rock 1046,Sports,BrandC,3112.12
6048,Then 1047,Home,BrandF,2864.33
6049,Product 1048,Beauty,BrandF,342.93
6050,Eight 1049,Toys,BrandA,3182.37
6051,Blue 1050,Beauty,BrandA,3856.15
6052,Same 1051,Toys,BrandE,4970.7
6053,Spring 1052,Electronics,BrandA,104.84
6054,Fish 1053,Beauty,BrandA,3664.36
6055,To 1054,Electronics,BrandA,2880.36
6056,Return 1055,Sports,BrandE,2198.56
6057,Plan 1056,Home,BrandC,681.47
6058,Support 1057,Toys,BrandC,2074.97
6059,Camera 1058,Home,BrandG,1804.17
6060,Style 1059,Electronics,BrandG,1549.01
6061,Others 1060,Toys,BrandA,3667.85
6062,Stay 1061,Home,BrandG,3518.59
6063,Analysis 1062,Beauty,BrandE,2965.65
6064,Hand 1063,Clothing,BrandC,4696.39
6065,No 1064,Electronics,BrandF,1781.78
6066,Later 1065,Home,BrandC,1256.82
6067,Recently 1066,Electronics,BrandC,3296.72
6068,Hospital 1067,Grocery,BrandE,1034.13
6069,Authority 1068,Electronics,BrandG,1609.3
6070,Move 1069,Toys,BrandF,1161.78
6071,Raise 1070,Grocery,BrandE,392.31
6072,Growth 1071,Toys,BrandA,4146.12
6073,Actually 1072,Clothing,BrandD,1309.98
6074,Time 1073,Grocery,BrandC,2391.49
6075,Kitchen 1074,Beauty,BrandD,264.41
6076,Test 1075,Electronics,BrandE,3511.73
6077,Might 1076,Home,BrandE,1686.28
6078,Born 1077,Sports,BrandE,3736.45
6079,Lead 1078,Electronics,BrandD,2091.4
6080,High 1079,Electronics,BrandE,1018.99
6081,Prove 1080,Clothing,BrandA,2590.22
6082,Vote 1081,Beauty,BrandE,696.0
6083,Them 1082,Sports,BrandB,2230.67
6084,Machine 1083,Grocery,BrandG,1620.66
6085,Second 1084,Grocery,BrandD,4564.2
6086,Claim 1085,Grocery,BrandB,351.6
6087,Learn 1086,Toys,BrandE,3485.39
6088,Control 1087,Toys,BrandA,954.62
6089,Similar 1088,Home,BrandC,1629.27
6090,Nearly 1089,Sports,BrandF,2106.79
6091,Rather 1090,Grocery,BrandG,4544.67
6092,Expect 1091,Toys,BrandF,1250.76
6093,Power 1092,Home,BrandE,501.98
6094,System 1093,Beauty,BrandG,1627.51
6095,Wide 1094,Home,BrandG,568.15
6096,Nothing 1095,Toys,BrandA,686.55
6097,Stage 1096,Clothing,BrandG,2890.56
6098,Member 1097,Clothing,BrandD,351.46
6099,Make 1098,Grocery,BrandB,203.11
6100,Least 1099,Clothing,BrandB,3586.35
6101,That 1100,Grocery,BrandB,1840.15
6102,Side 1101,Grocery,BrandD,670.61
6103,Person 1102,Toys,BrandF,1305.38
6104,Executive 1103,Clothing,BrandA,3228.33
6105,Future 1104,Grocery,BrandG,1413.91
6106,Together 1105,Sports,BrandD,2497.88
6107,Else 1106,Beauty,BrandB,652.39
6108,Then 1107,Home,BrandE,2961.06
6109,Worry 1108,Home,BrandC,1614.58
6110,Before 1109,Toys,BrandG,3153.49
6111,Family 1110,Clothing,BrandD,4051.55
6112,Upon 1111,Clothing,BrandD,3077.65
6113,Little 1112,Grocery,BrandA,1513.95
6114,Either 1113,Electronics,BrandA,1315.93
6115,Social 1114,Grocery,BrandD,1670.73
6116,Majority 1115,Beauty,BrandB,864.87
6117,Over 1116,Sports,BrandC,946.8
6118,Poor 1117,Home,BrandG,3963.92
6119,Relate 1118,Grocery,BrandA,1954.43
6120,Hundred 1119,Electronics,BrandG,2208.18
6121,Great 1120,Electronics,BrandB,2990.54
6122,Air 1121,Grocery,BrandG,2968.78
6123,Miss 1122,Toys,BrandE,383.52
6124,Today 1123,Home,BrandA,4166.13
6125,Garden 1124,Toys,BrandB,927.77
6126,Court 1125,Sports,BrandB,3629.2
6127,Method 1126,Electronics,BrandC,3874.72
6128,Difference 1127,Electronics,BrandC,3588.75
6129,Hear 1128,Beauty,BrandE,2915.94
6130,Subject 1129,Sports,BrandB,122.31
6131,Evening 1130,Electronics,BrandF,1833.86
6132,Grow 1131,Sports,BrandB,3043.96
6133,Far 1132,Home,BrandC,1967.88
6134,Up 1133,Clothing,BrandF,4324.23
6135,Pick 1134,Electronics,BrandA,1578.57
6136,Science 1135,Beauty,BrandA,1503.0
6137,Up 1136,Home,BrandG,1366.69
6138,Fact 1137,Grocery,BrandD,1697.27
6139,Only 1138,Sports,BrandC,2809.15
6140,Action 1139,Grocery,BrandD,3549.73
6141,Nation 1140,Toys,BrandF,3329.71
6142,Yourself 1141,Home,BrandC,4048.2
6143,Cut 1142,Grocery,BrandE,4435.27
6144,Bed 1143,Electronics,BrandB,4089.59
6145,Effort 1144,Sports,BrandE,143.78
6146,Service 1145,Clothing,BrandF,3692.79
6147,Investment 1146,Home,BrandC,1081.58
6148,Middle 1147,Electronics,BrandF,707.99
6149,One 1148,Beauty,BrandB,3210.52
6150,Son 1149,Toys,BrandA,1632.73
6151,Effect 1150,Sports,BrandA,332.73
6152,Rock 1151,Home,BrandF,731.27
6153,Maybe 1152,Home,BrandD,54.6
6154,Race 1153,Clothing,BrandC,4520.96
6155,Seek 1154,Clothing,BrandC,171.86
6156,Military 1155,Beauty,BrandA,1086.81
6157,Line 1156,Toys,BrandG,2110.5
6158,Structure 1157,Beauty,BrandE,1815.03
6159,Adult 1158,Electronics,BrandG,4563.04
6160,Better 1159,Electronics,BrandB,249.43
6161,Financial 1160,Beauty,BrandE,2585.46
6162,Do 1161,Toys,BrandE,3418.37
6163,Interview 1162,Beauty,BrandF,4661.9
6164,Role 1163,Toys,BrandA,3120.84
6165,Either 1164,Toys,BrandG,4028.59
6166,Follow 1165,Grocery,BrandG,464.44
6167,Record 1166,Sports,BrandA,1960.4
6168,Party 1167,Toys,BrandG,1901.04
6169,Home 1168,Clothing,BrandA,4437.13
6170,Material 1169,Toys,BrandF,799.29
6171,On 1170,Toys,BrandD,801.84
6172,Nice 1171,Toys,BrandE,1676.36
6173,Guy 1172,Grocery,BrandF,319.61
6174,Large 1173,Grocery,BrandC,953.17
6175,Skill 1174,Electronics,BrandB,4827.79
6176,Oil 1175,Grocery,BrandD,2169.51
6177,Give 1176,Clothing,BrandC,3178.5
6178,He 1177,Clothing,BrandE,3644.25
6179,Scientist 1178,Grocery,BrandG,1866.46
6180,Long 1179,Beauty,BrandA,778.77
6181,Experience 1180,Sports,BrandE,1072.58
6182,Follow 1181,Grocery,BrandF,1600.67
6183,Enter 1182,Toys,BrandB,3198.54
6184,During 1183,Home,BrandF,2021.49
6185,Camera 1184,Sports,BrandD,83.73
6186,Set 1185,Sports,BrandD,2640.87
6187,Data 1186,Clothing,BrandB,4611.49
6188,Four 1187,Sports,BrandC,4069.78
6189,Call 1188,Grocery,BrandC,4134.8
6190,Situation 1189,Toys,BrandD,3985.54
6191,North 1190,Toys,BrandD,1652.47
6192,Sound 1191,Electronics,BrandG,3837.71
6193,Road 1192,Toys,BrandA,758.65
6194,Crime 1193,Toys,BrandG,3305.69
6195,Dark 1194,Clothing,BrandG,3225.76
6196,Direction 1195,Toys,BrandC,176.57
6197,Single 1196,Electronics,BrandB,3950.45
6198,Member 1197,Home,BrandC,4521.08
6199,Factor 1198,Grocery,BrandA,1373.71
6200,Shake 1199,Clothing,BrandF,4071.33
6201,Perform 1200,Home,BrandD,457.91
6202,Soon 1201,Clothing,BrandD,3019.84
6203,Network 1202,Beauty,BrandA,2453.95
6204,Picture 1203,Sports,BrandG,2752.32
6205,Fear 1204,Beauty,BrandB,4634.72
6206,Black 1205,Toys,BrandD,4363.01
6207,There 1206,Home,BrandE,3936.16
6208,Daughter 1207,Toys,BrandG,1404.81
6209,Fine 1208,Sports,BrandD,4563.5
6210,Dream 1209,Clothing,BrandE,532.66
6211,Herself 1210,Sports,BrandA,4273.98
6212,Country 1211,Electronics,BrandA,1674.39
6213,Five 1212,Sports,BrandG,316.17
