sale_id,order_id,customer_id,product_id,quantity,unit_price,discount,order_date,total_amount
2366,116799,15688,5486,4,489.32,10,2023-07-18,1761.55
2367,186979,10634,5087,3,652.62,0,2022-12-24,1957.86
2368,175111,16018,6072,2,548.58,0,2022-07-21,1097.16
2369,146210,17914,6891,2,2107.88,0,2021-03-29,4215.76
2370,115230,13010,6849,1,570.04,5,2022-04-21,541.54
2371,199347,11385,5673,1,1257.38,0,2021-10-22,1257.38
2372,118130,10672,7497,3,2659.78,5,2022-12-21,7580.37
2373,196550,12171,5518,5,848.7,0,2023-09-22,4243.5
2374,120875,11046,6685,1,466.01,0,2023-04-24,466.01
2375,162908,13290,6349,4,1609.02,5,2022-11-17,6114.28
2376,180163,12601,5475,2,1973.25,0,2022-10-01,3946.5
2377,124041,10877,6530,1,1498.73,0,2023-08-19,1498.73
2378,104443,10394,5492,1,1648.48,0,2023-07-24,1648.48
2379,109480,16055,5646,1,594.59,10,2023-06-09,535.13
2380,154012,16701,5808,4,898.36,0,2023-07-03,3593.44
2381,161483,16405,5153,4,1984.3,0,2022-02-10,7937.2
2382,104170,12572,7547,1,2423.73,10,2023-12-24,2181.36
2383,188129,11769,7885,5,1095.08,5,2021-04-29,5201.63
2384,132805,10233,5702,5,2133.94,10,2021-12-07,9602.73
2385,141725,14384,5079,4,608.89,20,2021-11-09,1948.45
2386,144837,13570,6456,4,906.19,0,2021-06-12,3624.76
2387,143424,12424,7470,2,39.42,0,2021-10-20,78.84
2388,104806,17080,7608,5,675.95,0,2022-11-21,3379.75
2389,137611,15906,5530,1,2290.21,5,2022-11-04,2175.7
2390,193003,14810,6923,3,272.9,10,2022-02-03,736.83
2391,198419,10832,6113,2,252.34,0,2023-06-28,504.68
2392,116662,10087,6891,2,1925.24,0,2022-05-02,3850.48
2393,149605,17041,5877,1,1510.88,15,2023-11-14,1284.25
2394,186623,11909,7660,1,2328.2,10,2023-12-19,2095.38
2395,146128,16837,5875,4,1185.11,0,2023-01-19,4740.44
2396,120848,12218,7079,5,1694.98,5,2021-08-28,8051.15
2397,194577,15349,6664,4,2823.57,10,2021-11-07,10164.85
2398,149452,17762,7405,5,2611.25,0,2021-11-17,13056.25
2399,106042,11235,7790,5,1812.61,10,2022-11-03,8156.74
2400,170602,10493,6209,3,1448.94,5,2022-07-26,4129.48
2401,198498,17846,7725,2,164.75,0,2022-02-18,329.5
2402,166864,16033,7817,3,1591.84,15,2022-02-06,4059.19
2403,171929,11982,5311,1,1416.69,10,2021-02-28,1275.02
2404,159323,15660,7583,3,2791.64,0,2021-02-22,8374.92
2405,179297,10022,7417,3,1226.97,10,2023-12-24,3312.82
2406,114182,17470,5331,2,1872.53,10,2022-09-25,3370.55
2407,114394,13878,5999,3,2745.75,5,2021-10-13,7825.39
2408,156540,14128,7864,2,599.88,10,2021-01-18,1079.78
2409,113883,13383,5357,2,1139.77,5,2023-10-26,2165.56
2410,117941,10345,7147,2,1106.62,0,2021-06-09,2213.24
2411,122360,16000,7690,2,864.95,10,2021-05-22,1556.91
2412,156681,11161,5251,3,2590.25,10,2022-02-01,6993.68
2413,197197,10484,5296,4,2049.0,0,2023-11-08,8196.0
2414,164048,14018,7456,4,2925.88,0,2022-08-03,11703.52
2415,156271,17680,7407,1,2460.42,0,2022-06-18,2460.42
2416,108720,11829,7670,2,2651.23,20,2023-06-30,4241.97
2417,174225,16721,6033,4,141.98,0,2022-04-06,567.92
2418,139550,11885,5634,1,73.22,0,2021-10-13,73.22
2419,172682,15711,7347,3,1991.65,0,2023-10-26,5974.95
2420,107914,13500,6889,1,1841.32,0,2021-05-09,1841.32
2421,162953,13054,5725,4,93.6,5,2023-08-14,355.68
2422,184765,10316,5974,1,231.26,0,2022-11-02,231.26
2423,151277,14863,5562,1,1441.15,0,2022-05-14,1441.15
2424,172877,15021,6367,1,2403.92,10,2021-10-03,2163.53
2425,165129,11877,6174,4,2173.45,10,2021-01-29,7824.42
2426,198623,15183,7652,2,1582.96,0,2023-10-02,3165.92
2427,115391,12636,5603,3,1351.83,10,2022-10-12,3649.94
2428,190006,12330,6034,2,2361.11,0,2021-01-31,4722.22
2429,129285,17981,6234,5,949.51,0,2023-04-23,4747.55
2430,194837,14131,7008,2,2201.63,10,2021-12-02,3962.93
2431,136106,11614,7755,3,2749.56,0,2022-07-24,8248.68
2432,195653,14471,6054,1,601.15,15,2021-11-09,510.98
2433,157588,15383,6493,2,1248.94,0,2022-08-22,2497.88
2434,166405,16083,7198,4,1233.72,0,2023-05-15,4934.88
2435,172320,12101,7140,5,1314.82,0,2022-01-06,6574.1
2436,197768,10809,5713,1,202.67,0,2023-03-16,202.67
2437,186029,14612,5364,1,2158.95,0,2021-11-10,2158.95
2438,107042,10514,5297,1,1883.4,0,2021-01-28,1883.4
2439,166221,12339,6513,2,2602.36,0,2023-08-24,5204.72
2440,181293,15025,8000,4,205.9,0,2023-10-27,823.6
2441,151126,14581,7533,3,1600.54,0,2022-04-18,4801.62
2442,156746,11897,5581,5,616.01,0,2023-11-23,3080.05
2443,175112,17602,5654,4,2043.53,0,2021-03-30,8174.12
2444,186058,12701,6038,2,2354.84,0,2021-02-09,4709.68
2445,191022,17283,5687,5,1443.8,0,2022-11-12,7219.0
2446,197067,11139,7832,4,628.61,15,2022-01-10,2137.27
2447,131340,16919,7407,3,1839.56,10,2023-09-25,4966.81
2448,123793,10124,7603,3,438.53,0,2022-01-28,1315.59
2449,160470,17930,6604,1,1135.39,15,2023-11-08,965.08
2450,116950,17463,7815,1,1854.37,0,2021-05-12,1854.37
2451,128493,11903,5933,3,2832.13,0,2021-10-17,8496.39
2452,175193,11627,7702,1,1998.89,20,2023-03-17,1599.11
2453,177930,11585,6065,1,1909.91,0,2021-07-28,1909.91
2454,160914,13459,5087,3,2179.1,0,2021-11-23,6537.3
2455,135233,14369,5841,5,526.02,0,2023-09-19,2630.1
2456,131039,14761,6099,3,2211.85,0,2022-05-18,6635.55
2457,104348,11406,7003,1,743.72,5,2021-10-06,706.53
2458,103926,13294,6839,5,2234.04,0,2023-02-27,11170.2
2459,123943,12039,7188,1,2679.66,0,2023-10-04,2679.66
2460,193252,17310,5131,2,1552.54,0,2023-08-10,3105.08
2461,177241,11245,5926,1,50.79,5,2021-10-04,48.25
2462,169546,15893,6391,4,1807.24,5,2021-10-25,6867.51
2463,101400,10199,7227,4,1047.15,5,2022-03-09,3979.17
2464,191680,14083,5867,1,1660.25,0,2023-10-07,1660.25
2465,195763,12131,5811,1,1265.43,0,2021-11-13,1265.43
2466,182660,17073,7454,2,1991.7,10,2023-11-11,3585.06
2467,117086,13285,6289,5,960.47,0,2021-05-01,4802.35
2468,106255,15623,7396,5,1143.31,10,2022-10-15,5144.89
2469,137156,11331,7909,2,133.13,0,2021-10-31,266.26
2470,141915,13797,5231,3,442.4,10,2023-07-25,1194.48
2471,125449,14474,7535,1,1157.45,0,2022-12-22,1157.45
2472,192520,13345,5977,1,26.74,0,2022-05-11,26.74
2473,132765,15758,6348,4,60.82,10,2021-07-04,218.95
2474,172663,10983,5057,4,1900.99,5,2023-06-07,7223.76
2475,160722,13133,6287,3,1350.88,15,2023-03-19,3444.74
2476,134588,14443,7102,5,22.89,0,2021-11-28,114.45
2477,124290,16175,7469,5,773.53,20,2022-12-14,3094.12
2478,153896,13599,7002,5,1911.57,15,2022-07-30,8124.17
2479,131699,15480,5059,1,612.89,15,2021-12-16,520.96
2480,117763,12600,7478,4,2361.65,5,2023-04-18,8974.27
2481,162923,11345,7495,1,853.99,10,2021-11-16,768.59
2482,157622,16420,6443,3,2826.76,0,2022-06-21,8480.28
2483,189958,14841,5867,2,1569.02,20,2022-02-16,2510.43
2484,104347,12466,6907,2,543.58,0,2023-06-25,1087.16
2485,125607,14929,7701,5,360.35,0,2022-06-17,1801.75
2486,129257,15920,7887,4,450.72,0,2022-05-17,1802.88
2487,183263,13312,7260,3,2115.31,20,2023-07-03,5076.74
2488,121654,15270,7861,1,485.81,0,2023-12-28,485.81
2489,182524,13134,5133,3,2818.78,0,2023-12-01,8456.34
2490,122903,14829,7988,3,955.09,5,2022-06-11,2722.01
2491,110847,10429,6256,3,211.12,20,2022-12-12,506.69
2492,188503,12299,7073,4,501.34,0,2023-01-20,2005.36
2493,147245,16155,6874,3,1032.83,0,2023-08-14,3098.49
2494,100591,12465,5712,2,385.92,0,2021-04-22,771.84
2495,124422,12598,5935,5,2545.31,5,2022-04-08,12090.22
2496,163215,10577,5048,3,2874.18,0,2021-02-21,8622.54
2497,155315,13263,7100,1,2276.97,0,2021-09-12,2276.97
2498,185874,10550,7108,2,1855.21,0,2021-10-27,3710.42
2499,190123,14863,7521,3,2401.11,0,2023-08-16,7203.33
2500,147048,14553,5791,4,480.14,0,2022-03-03,1920.56
2501,139547,11293,6477,3,1144.21,5,2023-09-17,3261.0
2502,198425,15040,7868,5,654.51,0,2021-11-03,3272.55
2503,194632,17669,6878,2,1402.39,10,2021-04-09,2524.3
2504,167812,12292,7799,5,543.47,5,2021-05-01,2581.48
2505,127220,14376,7231,5,2452.51,0,2023-11-20,12262.55
2506,161417,10804,6263,4,2405.89,0,2021-08-18,9623.56
2507,139844,13220,7112,3,1116.94,0,2022-10-13,3350.82
2508,199181,17723,7369,5,2174.74,0,2023-11-21,10873.7
2509,199089,11133,6844,2,1287.58,5,2022-09-21,2446.4
2510,183996,13513,5629,3,868.85,10,2023-08-06,2345.9
2511,147238,12497,7976,5,841.04,0,2022-06-01,4205.2
2512,100100,13004,6589,1,1481.0,0,2023-04-25,1481.0
2513,108567,14195,5612,1,56.52,0,2023-04-13,56.52
2514,174373,11579,6743,1,2138.15,0,2023-03-31,2138.15
2515,165427,10852,7979,5,1180.61,0,2023-03-22,5903.05
2516,103382,11128,7779,4,436.26,10,2023-02-01,1570.54
2517,160855,13265,6550,5,1911.68,0,2021-11-15,9558.4
2518,122344,14723,5572,2,2266.8,0,2021-04-21,4533.6
2519,160872,14142,6689,1,369.66,10,2023-03-18,332.69
2520,155495,10574,7614,5,327.48,15,2023-11-07,1391.79
2521,153968,14722,7815,1,1176.98,0,2022-05-02,1176.98
2522,179447,11222,7459,2,1954.45,0,2023-03-22,3908.9
2523,151175,16908,5021,4,1750.94,10,2022-06-01,6303.38
2524,172828,16249,7992,4,2925.45,10,2023-04-15,10531.62
2525,129142,13994,5547,4,1327.43,0,2022-09-16,5309.72
2526,192064,14125,5454,1,1060.79,0,2023-11-14,1060.79
2527,117429,14265,6507,5,2283.99,0,2022-07-10,11419.95
2528,118481,11551,6178,3,2870.01,5,2022-05-12,8179.53
2529,153973,10634,6015,2,2679.75,0,2023-06-07,5359.5
2530,120250,10869,7053,1,1247.73,10,2022-01-17,1122.96
2531,193743,17699,7010,2,1902.0,10,2021-08-04,3423.6
2532,188129,14984,7721,1,445.98,20,2023-01-26,356.78
2533,126590,16601,7969,4,2148.85,0,2022-06-27,8595.4
2534,164641,17657,7681,2,1064.31,0,2023-07-05,2128.62
2535,127974,16587,5948,3,683.14,0,2023-11-01,2049.42
2536,182303,11361,7732,4,423.24,0,2021-03-23,1692.96
2537,148906,17776,5788,4,788.79,5,2023-09-21,2997.4
2538,130446,14892,5746,3,1541.26,15,2021-06-15,3930.21
2539,102585,16543,5312,3,2688.62,0,2021-07-27,8065.86
2540,182622,16330,6346,4,797.57,0,2021-01-24,3190.28
2541,102096,13637,7679,3,187.1,5,2023-03-18,533.23
2542,133086,12346,5520,4,2344.21,5,2023-06-06,8908.0
2543,140980,13996,7899,5,2346.98,5,2022-11-22,11148.16
2544,169640,16985,5064,1,219.77,20,2021-11-28,175.82
2545,150612,17771,6693,5,564.57,0,2023-09-29,2822.85
2546,198163,16675,7697,1,496.87,10,2021-08-29,447.18
2547,127122,11479,7632,1,1395.27,0,2023-04-16,1395.27
2548,151063,13545,6393,5,763.17,5,2021-06-30,3625.06
2549,103126,12014,5015,1,2247.4,10,2021-03-31,2022.66
2550,128968,13149,6348,1,1860.73,0,2022-03-15,1860.73
2551,143525,16786,6343,4,2040.0,5,2022-06-27,7752.0
2552,139680,10658,7139,1,1146.79,0,2021-07-12,1146.79
2553,132606,10245,7982,3,1507.09,0,2022-05-03,4521.27
2554,188767,13496,6327,1,2043.25,0,2022-09-04,2043.25
2555,123428,15114,6504,2,1591.62,0,2023-08-13,3183.24
2556,138116,13765,7036,4,244.94,10,2023-12-07,881.78
2557,101270,10136,6392,4,1099.63,0,2021-05-26,4398.52
2558,133049,15844,6326,1,2914.12,5,2023-10-24,2768.41
2559,127392,15257,7852,2,1514.13,10,2021-11-23,2725.43
2560,178080,10205,7058,2,1243.3,20,2023-09-15,1989.28
2561,187132,10884,6463,4,2670.39,10,2021-06-02,9613.4
2562,196469,13733,7327,5,1997.92,10,2022-02-06,8990.64
2563,101829,15980,5133,2,1290.77,0,2023-03-31,2581.54
2564,181874,14652,5516,1,1792.55,0,2022-05-03,1792.55
2565,136507,16204,5414,3,1023.57,0,2021-03-08,3070.71
2566,106276,16393,5225,5,2414.16,5,2021-03-30,11467.26
2567,152116,15535,6264,1,2155.85,0,2021-07-21,2155.85
2568,122000,10885,5909,1,667.82,0,2022-03-04,667.82
2569,140531,16782,6142,5,936.57,0,2023-07-29,4682.85
2570,180773,10983,5416,3,28.37,0,2021-12-05,85.11
2571,116284,12445,5417,5,2377.22,10,2021-03-20,10697.49
2572,160268,16189,7874,4,288.97,0,2022-01-13,1155.88
2573,102919,16146,7686,1,1725.34,15,2021-06-14,1466.54
2574,111196,15282,6735,4,2542.15,0,2023-01-19,10168.6
2575,150722,11221,6640,4,2899.04,5,2023-07-26,11016.35
2576,126872,10706,7160,4,970.77,0,2021-06-04,3883.08
2577,130538,13902,6038,3,567.2,5,2023-11-30,1616.52
2578,171292,12607,6641,1,2961.66,0,2021-06-18,2961.66
2579,106707,12274,6979,4,575.06,10,2023-12-30,2070.22
2580,192448,11026,6831,4,467.89,0,2023-03-03,1871.56
2581,192568,13284,6938,4,2775.96,5,2023-09-30,10548.65
2582,188796,11992,5403,2,2809.74,5,2021-12-20,5338.51
2583,178132,17895,7024,1,1448.0,0,2021-11-24,1448.0
2584,190172,11317,7026,4,1928.09,5,2022-05-13,7326.74
2585,119959,13152,5107,3,1265.19,0,2021-12-11,3795.57
2586,151980,10119,6027,2,2783.06,0,2022-10-05,5566.12
2587,118958,14694,7999,2,2509.23,10,2023-02-28,4516.61
2588,168918,11855,5647,5,1551.87,5,2022-01-12,7371.38
2589,169300,16712,5327,3,1349.5,0,2022-03-10,4048.5
2590,143207,17086,7805,5,2067.21,5,2022-05-16,9819.25
2591,115150,16719,5438,2,2000.54,10,2022-06-05,3600.97
2592,103424,14104,6062,5,262.41,0,2022-07-16,1312.05
2593,150250,17863,5575,5,851.23,0,2022-05-28,4256.15
2594,114271,11909,7038,5,1326.91,0,2022-05-31,6634.55
2595,176531,14086,7880,4,1691.22,0,2022-05-12,6764.88
2596,113582,16379,6400,2,590.62,0,2022-08-25,1181.24
2597,178868,10427,5006,5,973.37,10,2023-10-12,4380.17
2598,144067,12650,5640,3,1522.74,0,2022-10-29,4568.22
2599,165733,15736,5308,4,2704.63,0,2021-12-31,10818.52
2600,168224,12327,7220,2,1176.53,10,2023-08-25,2117.75
2601,107098,17056,6444,2,897.76,0,2021-12-30,1795.52
2602,122513,16997,5933,1,2561.65,0,2021-04-18,2561.65
2603,109062,15882,6344,2,710.46,5,2023-11-04,1349.87
2604,166045,10640,5944,5,1820.76,0,2023-11-13,9103.8
2605,177761,16504,6217,1,1252.71,0,2022-09-15,1252.71
2606,192568,11204,6921,2,2722.75,0,2021-11-17,5445.5
2607,194503,14701,5432,4,2066.43,0,2022-05-25,8265.72
2608,156249,13766,5165,2,2665.1,5,2022-11-03,5063.69
2609,183808,16356,6372,4,1987.93,0,2023-12-01,7951.72
2610,131346,12764,7097,2,1694.89,0,2021-10-31,3389.78
2611,165381,16693,6063,2,1262.1,10,2023-08-27,2271.78
2612,137439,12266,7212,5,1844.83,0,2021-12-31,9224.15
2613,105010,17619,6218,2,2365.52,5,2023-01-08,4494.49
2614,100984,10146,6474,5,1305.23,0,2023-09-16,6526.15
2615,133563,13131,7881,1,1922.78,0,2023-10-18,1922.78
2616,166383,16785,6640,2,1341.42,5,2021-06-01,2548.7
2617,187637,17571,5274,5,306.8,5,2021-09-16,1457.3
2618,119377,15773,7729,4,1693.55,0,2022-12-08,6774.2
2619,107627,17659,5866,1,213.72,0,2021-08-11,213.72
2620,137225,11057,5740,1,1799.49,0,2021-08-18,1799.49
2621,137339,17134,7551,4,2521.0,0,2022-03-15,10084.0
2622,112591,17702,6191,1,483.85,0,2021-05-30,483.85
2623,126808,16555,6483,4,1796.85,0,2023-06-29,7187.4
2624,192424,11458,7664,3,195.55,10,2023-09-05,527.99
2625,109629,15491,6539,5,828.06,10,2022-09-27,3726.27
2626,157745,13789,5689,2,395.05,0,2022-02-03,790.1
2627,192332,11608,6052,1,94.06,0,2022-09-14,94.06
2628,119538,17349,7192,3,2539.48,0,2021-05-23,7618.44
2629,162785,15820,5483,4,1241.64,0,2023-08-06,4966.56
2630,125482,11074,6147,2,471.02,0,2023-12-30,942.04
2631,186361,12370,7164,4,1913.05,0,2021-02-23,7652.2
2632,101095,11523,7070,4,2705.92,20,2023-04-24,8658.94
2633,144482,13155,7384,4,1514.6,5,2023-07-27,5755.48
2634,134574,10536,5333,1,2491.35,0,2022-07-06,2491.35
2635,147911,16213,6533,3,2531.13,0,2023-11-17,7593.39
2636,150828,13080,7332,1,2256.06,10,2021-10-26,2030.45
2637,173935,17060,6424,2,839.61,5,2022-11-23,1595.26
2638,175093,10761,5064,3,1414.01,0,2022-07-12,4242.03
2639,162496,15219,6212,2,453.34,5,2022-03-21,861.35
2640,105501,16854,6194,1,2762.52,0,2021-04-08,2762.52
2641,129660,16971,7012,5,1981.97,0,2021-02-27,9909.85
2642,143885,10208,6411,5,36.77,0,2021-06-26,183.85
2643,145217,14911,6644,3,2403.44,15,2022-12-20,6128.77
2644,110255,14994,7325,5,63.37,10,2022-10-28,285.16
2645,156333,13264,6824,4,1844.62,0,2023-11-17,7378.48
2646,124821,11998,5197,5,1331.23,5,2021-11-19,6323.34
2647,162509,14006,5024,5,641.23,0,2022-11-06,3206.15
2648,189988,11396,5577,4,2267.61,5,2023-04-26,8616.92
2649,151754,10026,5791,4,2995.88,0,2021-03-31,11983.52
2650,181297,10507,5592,2,2115.23,20,2021-05-11,3384.37
2651,121551,16292,7056,1,2426.66,20,2023-11-19,1941.33
2652,114015,10861,5557,3,2740.17,0,2022-10-24,8220.51
2653,185401,14474,7521,4,1335.26,0,2021-02-27,5341.04
2654,183397,17684,5366,3,1922.39,0,2023-12-17,5767.17
2655,188205,13028,6675,2,1604.92,0,2023-09-21,3209.84
2656,102497,14161,6593,5,962.61,0,2023-11-15,4813.05
2657,162652,16873,6036,1,211.62,0,2021-07-09,211.62
2658,105850,13982,7954,1,2576.07,5,2023-08-17,2447.27
2659,167323,12851,5063,4,324.4,0,2021-03-17,1297.6
2660,150964,16773,6187,5,1696.54,0,2022-01-06,8482.7
2661,197078,10597,7598,1,113.88,5,2023-06-18,108.19
2662,194323,12020,6587,3,1616.39,5,2023-05-01,4606.71
2663,184866,13892,5914,5,189.36,10,2022-05-21,852.12
2664,194220,16423,7450,4,2129.47,0,2021-07-02,8517.88
2665,159668,14462,5666,3,1788.08,5,2021-06-03,5096.03
2666,181824,15908,5793,1,2160.83,10,2023-06-22,1944.75
2667,199219,15978,6503,3,1706.81,0,2023-11-13,5120.43
2668,191004,14595,7512,5,2241.15,0,2022-06-10,11205.75
2669,122755,13867,7293,3,1112.13,0,2022-08-29,3336.39
2670,107313,10169,7477,4,996.23,10,2023-05-29,3586.43
2671,176524,16606,5954,1,1492.42,10,2023-12-12,1343.18
2672,128965,16564,7027,3,1523.76,0,2021-12-05,4571.28
2673,119199,11924,7834,3,1030.33,0,2023-12-01,3090.99
2674,147384,17706,5048,2,1496.91,0,2022-06-02,2993.82
2675,187205,14972,7062,5,652.01,0,2022-02-11,3260.05
2676,146222,14136,7439,4,1961.2,10,2021-05-18,7060.32
2677,100976,17676,7726,1,2915.85,20,2021-12-07,2332.68
2678,117133,17888,6088,3,1822.23,0,2022-06-26,5466.69
2679,169091,16507,6309,2,1435.17,20,2021-08-13,2296.27
2680,156732,17655,6111,5,2716.71,0,2021-09-18,13583.55
2681,121183,16228,5495,4,1983.24,5,2022-11-28,7536.31
2682,119399,13310,7794,2,905.51,0,2023-03-22,1811.02
2683,111818,16488,5249,5,1869.3,0,2022-04-18,9346.5
2684,141228,17626,6649,1,2242.36,0,2021-03-18,2242.36
2685,196464,17874,5081,4,2317.56,10,2021-09-19,8343.22
2686,168564,10509,6965,1,43.57,0,2023-10-23,43.57
2687,191123,14077,7434,5,2300.12,0,2021-01-17,11500.6
2688,170775,16985,6730,3,2401.73,0,2021-12-10,7205.19
2689,183168,16482,7514,3,541.63,15,2023-11-02,1381.16
2690,176935,15118,5487,3,2555.95,10,2023-07-29,6901.06
2691,193083,10874,7154,1,2142.37,0,2022-11-25,2142.37
2692,158066,16126,7084,1,1866.41,10,2023-04-26,1679.77
2693,199709,17006,5696,1,2312.24,0,2023-10-28,2312.24
2694,188074,13843,7197,3,774.13,0,2021-09-03,2322.39
2695,115369,15824,5575,5,479.69,0,2023-09-13,2398.45
2696,116698,15917,5386,3,225.88,20,2021-06-23,542.11
2697,154148,10182,7250,5,1308.83,0,2023-04-26,6544.15
2698,146547,10007,7703,5,1528.93,15,2022-11-24,6497.95
2699,131635,14761,7494,5,328.68,15,2023-10-06,1396.89
2700,165115,10408,6292,4,1208.66,0,2021-10-08,4834.64
2701,129316,15419,5259,1,797.81,15,2023-09-17,678.14
2702,132367,16406,5254,5,2656.32,0,2021-08-25,13281.6
2703,145250,11423,6289,5,1726.18,15,2021-06-06,7336.26
2704,154685,11615,5430,5,540.5,0,2023-10-20,2702.5
2705,136438,15672,6578,1,1465.77,0,2021-12-04,1465.77
2706,157200,12523,5714,4,143.29,10,2021-12-03,515.84
2707,118293,17357,6189,1,1358.06,0,2023-02-10,1358.06
2708,112288,16421,5779,3,2706.5,15,2022-05-10,6901.58
2709,169999,17930,5283,1,1568.5,10,2022-07-01,1411.65
2710,172310,10826,5942,1,664.11,0,2021-06-10,664.11
2711,132509,15741,5070,2,2752.73,0,2022-08-28,5505.46
2712,111454,17678,6259,2,2822.57,5,2022-01-22,5362.88
2713,145855,10096,7347,4,840.2,0,2023-09-15,3360.8
2714,196883,13104,7019,1,537.72,0,2021-08-22,537.72
2715,119654,13340,7861,2,289.88,10,2022-12-12,521.78
2716,161674,12796,6938,1,2319.78,20,2022-04-04,1855.82
2717,125829,12441,5818,5,2150.59,0,2022-02-17,10752.95
2718,160641,13604,7047,2,2307.09,0,2023-11-08,4614.18
2719,199757,16129,7189,2,502.83,10,2021-03-13,905.09
2720,198499,10399,6254,2,2922.92,0,2022-01-13,5845.84
2721,154738,17885,5780,1,591.4,20,2022-11-13,473.12
2722,108981,11262,7702,5,133.01,5,2023-04-14,631.8
2723,111259,16024,6737,1,1191.86,0,2021-05-31,1191.86
2724,136321,17701,6123,2,1672.61,15,2022-12-21,2843.44
2725,141772,17981,5303,5,1260.12,10,2021-05-10,5670.54
2726,130380,10729,5551,2,1466.27,0,2022-02-10,2932.54
2727,135348,15091,6720,4,1692.03,0,2023-11-23,6768.12
2728,191643,11657,5213,5,648.48,10,2022-06-20,2918.16
2729,124549,10808,5403,4,2530.53,10,2021-07-16,9109.91
2730,133172,15470,6659,3,813.71,0,2023-07-06,2441.13
2731,192859,15471,5820,2,2994.59,10,2023-12-06,5390.26
2732,108144,13846,6020,3,2925.31,10,2021-10-01,7898.34
2733,119228,10767,7488,1,949.02,0,2021-05-13,949.02
2734,167872,15131,5910,4,1597.58,5,2021-09-21,6070.8
2735,140614,15184,5357,3,2783.72,0,2022-01-02,8351.16
2736,114013,14010,6825,3,1679.57,0,2023-04-05,5038.71
2737,165625,15242,5108,2,2351.99,0,2021-01-05,4703.98
2738,186982,12235,7188,5,1409.64,5,2021-09-26,6695.79
2739,129996,16536,7291,2,1421.85,0,2023-05-01,2843.7
2740,130137,12248,5606,2,1126.81,10,2023-01-03,2028.26
2741,193685,16199,7390,1,1466.31,0,2021-03-10,1466.31
2742,175345,10382,6858,4,190.0,0,2023-03-11,760.0
2743,130080,10295,6688,1,2905.39,0,2021-12-24,2905.39
2744,152746,16067,7272,5,2552.04,0,2021-11-21,12760.2
2745,175253,10055,6197,3,2553.19,0,2023-01-21,7659.57
2746,179096,15964,5716,4,2043.12,0,2021-09-13,8172.48
2747,191807,10643,7807,1,595.06,10,2022-02-23,535.55
2748,128266,15547,6207,1,657.09,0,2021-07-30,657.09
2749,132688,17085,6915,5,281.91,0,2023-06-30,1409.55
2750,144122,10080,6479,3,2349.01,20,2022-08-07,5637.62
2751,190864,10640,5962,3,2692.3,0,2022-07-31,8076.9
2752,100715,11513,5872,4,1855.99,10,2021-06-15,6681.56
2753,115163,13803,5691,4,2552.61,0,2021-08-02,10210.44
2754,118825,17440,6122,2,2719.46,0,2022-06-13,5438.92
2755,190059,17429,6662,5,457.29,0,2021-01-03,2286.45
2756,138036,15371,6218,4,1171.18,5,2023-06-14,4450.48
2757,151973,12344,5557,5,433.46,0,2023-06-15,2167.3
2758,148805,14044,5384,4,1201.72,20,2023-12-30,3845.5
2759,124444,13907,5424,5,1418.1,15,2021-02-21,6026.92
2760,191763,14835,6747,2,2135.94,0,2022-03-13,4271.88
2761,155303,14269,5390,1,2016.3,5,2023-10-19,1915.48
2762,123780,10899,7995,1,2966.98,0,2021-04-04,2966.98
2763,116033,13325,7991,3,693.82,0,2022-08-10,2081.46
2764,177488,13999,6169,2,481.49,0,2022-08-26,962.98
2765,119285,14632,5919,1,2188.53,0,2021-03-27,2188.53
2766,185512,11513,7600,2,2114.66,10,2022-06-02,3806.39
2767,124758,11821,5421,4,422.9,10,2023-01-12,1522.44
2768,129610,17294,6894,3,2456.93,5,2022-03-06,7002.25
2769,188585,12816,5698,2,1042.13,5,2023-05-13,1980.05
2770,139600,12487,7965,4,1423.97,15,2023-04-09,4841.5
2771,142582,11313,7971,4,2066.79,0,2021-02-12,8267.16
2772,198387,12022,5907,3,1829.86,0,2022-02-08,5489.58
2773,164908,13251,6758,5,2009.19,0,2021-06-18,10045.95
2774,182005,15200,5852,3,361.75,0,2021-07-22,1085.25
2775,109934,14193,7223,4,878.41,5,2022-12-07,3337.96
2776,147647,14810,5559,2,2440.6,0,2022-06-27,4881.2
2777,109132,10030,5486,1,2791.79,20,2021-04-12,2233.43
2778,117420,10994,6714,1,1252.38,0,2021-12-12,1252.38
2779,183320,15693,7653,4,2887.39,0,2022-08-26,11549.56
2780,136248,15564,7293,2,2795.78,0,2022-03-18,5591.56
2781,153972,15795,7561,3,2555.77,0,2021-09-07,7667.31
2782,160355,11287,7083,1,2256.38,15,2023-05-28,1917.92
2783,155310,15510,7309,4,1601.72,5,2022-11-02,6086.54
2784,166260,16799,7040,5,654.03,0,2021-09-05,3270.15
2785,132955,10864,5100,1,777.79,5,2022-10-14,738.9
2786,188297,15186,6669,1,500.35,0,2023-06-20,500.35
2787,163348,16880,5672,4,2548.13,10,2021-04-01,9173.27
2788,196007,13804,6959,5,39.03,0,2022-07-22,195.15
2789,153982,14949,5749,4,815.25,0,2022-07-02,3261.0
2790,135540,15905,7655,1,1824.02,5,2021-03-21,1732.82
2791,152852,12579,7088,4,2957.92,10,2023-07-23,10648.51
2792,119323,17438,6260,1,907.94,0,2023-09-08,907.94
2793,166674,17217,5810,2,647.5,5,2023-05-20,1230.25
2794,107211,17987,5074,4,244.69,0,2021-06-18,978.76
