payment_id,order_id,payment_date,payment_method,amount
7715,105042,2021-03-21,Wallet,1052.58
7716,158247,2022-08-25,Card,2030.09
7717,193472,2022-08-25,Wallet,1172.74
7718,165999,2023-10-26,Card,1359.48
7719,128217,2021-01-12,Wallet,866.31
7720,196493,2021-05-05,Card,2055.0
7721,126981,2023-02-27,UPI,2359.19
7722,127973,2022-03-29,Card,2075.44
7723,155421,2021-02-19,Card,2976.68
7724,126874,2022-10-26,Card,804.39
7725,129403,2023-10-07,Card,2952.49
7726,154278,2022-01-29,UPI,1661.24
7727,137468,2022-04-02,Card,1265.76
7728,116700,2023-11-03,Card,1699.7
7729,138840,2022-12-29,Card,2965.4
7730,109260,2021-11-13,NetBanking,905.57
7731,164438,2023-07-04,NetBanking,2297.74
7732,195497,2023-11-12,Card,508.33
7733,139636,2022-12-07,Card,2157.65
7734,137861,2023-10-22,NetBanking,2224.74
7735,128623,2023-12-20,Card,419.99
7736,105897,2021-07-08,Card,1502.96
7737,143162,2023-06-08,Card,297.48
7738,166131,2024-01-26,UPI,2114.9
7739,125288,2021-01-23,UPI,713.35
7740,109742,2022-01-25,Card,1223.73
7741,153758,2022-01-06,UPI,395.72
7742,196326,2022-05-26,Card,1114.28
7743,185655,2023-11-08,NetBanking,319.55
7744,155391,2023-03-29,UPI,963.4
7745,119742,2021-12-23,Card,2534.16
7746,118637,2023-01-07,Cash,1579.26
7747,191957,2021-09-17,Card,728.73
7748,156362,2021-11-08,UPI,2776.61
7749,104152,2022-08-20,NetBanking,2614.18
7750,191363,2021-02-15,Card,788.6
7751,166263,2022-06-22,Card,287.04
7752,113740,2021-08-08,Card,2316.93
7753,157523,2021-12-10,NetBanking,2859.92
7754,171812,2021-01-15,Card,2822.34
7755,176029,2024-01-23,Wallet,2156.73
7756,128108,2023-05-17,Card,2270.15
7757,120478,2023-02-16,Wallet,1852.8
7758,163709,2022-04-30,NetBanking,610.83
7759,194877,2021-01-31,NetBanking,2332.75
7760,182611,2022-01-13,Card,2642.24
7761,152901,2023-08-03,UPI,2131.34
7762,185420,2023-05-05,Wallet,2982.59
7763,110104,2023-08-25,NetBanking,41.05
7764,163738,2023-12-11,Card,1632.42
7765,162490,2021-02-27,Card,1317.69
7766,178181,2022-12-22,UPI,749.79
7767,188347,2021-07-15,Card,1037.67
7768,121770,2022-12-18,Card,2557.13
7769,170667,2022-10-01,Card,296.36
7770,177111,2023-09-03,Card,1713.6
7771,192866,2021-06-28,UPI,1604.86
7772,164848,2021-10-01,Cash,1652.64
7773,166802,2021-09-27,UPI,738.09
7774,142640,2021-02-08,Card,775.21
7775,189347,2023-04-02,Card,1616.19
7776,115170,2022-02-19,Wallet,2853.4
7777,143227,2022-03-26,NetBanking,2161.99
7778,132731,2021-11-21,Wallet,221.95
7779,127132,2021-10-27,Wallet,2920.86
7780,126061,2021-09-20,UPI,531.86
7781,166125,2021-11-03,Card,491.25
7782,160544,2023-12-24,Card,162.81
7783,106551,2022-02-21,NetBanking,2152.27
7784,102898,2022-04-21,UPI,2029.19
7785,167266,2022-08-03,Card,1077.16
7786,189128,2021-08-31,Card,2956.46
7787,126150,2023-04-23,Card,2501.0
7788,101400,2021-07-02,Card,1162.82
7789,199197,2023-01-01,NetBanking,1807.68
7790,191798,2021-01-07,UPI,1669.77
7791,197480,2023-08-09,NetBanking,966.8
7792,174463,2023-12-14,Card,2830.54
7793,141808,2023-01-12,UPI,2214.48
7794,162772,2023-01-25,UPI,2264.67
7795,198947,2021-03-29,UPI,2797.86
7796,134229,2022-03-06,UPI,777.16
7797,159264,2023-02-01,Wallet,1112.45
7798,144868,2022-06-20,Wallet,1818.77
7799,194129,2021-07-03,Card,913.39
7800,179664,2023-08-31,Card,2193.51
7801,178462,2023-11-02,Card,1153.86
7802,114276,2022-04-25,UPI,92.5
7803,178152,2023-09-10,NetBanking,2613.68
7804,178705,2022-12-24,Card,1696.18
7805,183673,2023-07-04,Card,1921.05
7806,170612,2022-04-27,Card,2406.45
7807,150456,2021-02-13,Card,1841.05
7808,148192,2022-05-05,Wallet,627.8
7809,103735,2023-09-10,Cash,93.18
7810,112458,2023-07-13,UPI,1066.89
7811,168079,2023-03-03,NetBanking,1594.88
7812,184350,2022-01-09,NetBanking,431.12
7813,131803,2024-01-26,Card,1300.19
7814,159921,2024-01-27,UPI,1228.54
7815,175478,2023-02-22,Wallet,2329.38
7816,199042,2021-04-10,Card,941.34
7817,164751,2023-03-05,NetBanking,2297.33
7818,199633,2021-07-20,Card,45.22
7819,139844,2022-10-02,Card,762.46
7820,147388,2021-12-27,UPI,2717.86
7821,146121,2022-08-07,Card,1202.44
7822,101382,2023-09-10,UPI,2932.41
7823,102842,2023-08-01,Card,441.86
7824,159367,2021-04-26,Cash,2152.78
7825,169882,2022-10-19,UPI,827.87
7826,186004,2022-09-07,UPI,2214.43
7827,140452,2022-10-24,UPI,911.0
7828,158234,2022-10-13,NetBanking,2783.28
7829,141957,2023-01-08,Cash,760.64
7830,112543,2023-04-30,UPI,911.7
7831,180537,2022-03-03,Card,644.28
7832,138377,2023-01-31,UPI,2623.89
7833,112242,2021-04-08,Wallet,600.99
7834,151257,2021-05-01,Card,2447.95
7835,193532,2022-11-14,Wallet,2673.55
7836,160167,2023-08-27,UPI,203.26
7837,151528,2021-12-26,Card,2781.07
7838,143032,2021-11-06,Card,2260.66
7839,172540,2023-03-20,UPI,536.78
7840,108480,2022-07-27,UPI,2185.04
7841,121131,2022-01-05,Card,2879.92
7842,177296,2022-11-13,Card,2621.06
7843,132027,2022-10-17,NetBanking,1628.71
7844,154827,2024-01-29,NetBanking,1379.0
7845,188207,2023-04-25,Card,766.06
7846,171780,2022-02-07,Card,2706.92
7847,114563,2022-05-06,Card,2220.03
7848,160733,2021-03-20,UPI,636.7
7849,187586,2022-07-12,Card,1495.99
7850,196259,2021-08-13,Card,1206.33
7851,118816,2021-03-07,NetBanking,1623.96
7852,186042,2021-01-06,Wallet,512.94
7853,103852,2021-11-26,Wallet,1184.26
7854,118165,2023-01-23,Card,894.24
7855,192378,2021-12-29,NetBanking,696.2
7856,160039,2021-01-19,Card,2606.95
7857,140822,2023-11-21,Card,681.76
7858,157607,2021-09-17,Wallet,1765.52
7859,185183,2021-07-09,Wallet,2767.08
7860,171955,2021-05-22,Card,1979.45
7861,182287,2022-07-19,Card,2256.01
7862,109391,2021-08-05,Card,1121.95
7863,190419,2021-10-21,Card,2515.72
7864,155503,2022-03-20,Card,2730.3
7865,145840,2021-01-09,Wallet,835.78
7866,116804,2023-04-25,Cash,1051.2
7867,172143,2023-02-06,Cash,1665.96
7868,125624,2021-12-28,UPI,1022.17
7869,158476,2022-03-17,Cash,1865.53
7870,136210,2021-01-08,Card,1908.66
7871,177148,2023-11-18,Wallet,1712.54
7872,148825,2022-04-10,Card,599.18
7873,118056,2022-05-07,Cash,1933.04
7874,105780,2021-12-09,UPI,130.75
7875,123696,2023-01-27,Card,854.33
7876,145840,2021-02-22,Card,1884.47
7877,139653,2022-08-13,Card,2144.46
7878,168587,2022-08-30,Wallet,2678.2
7879,143517,2022-09-19,Wallet,2863.63
7880,146091,2022-03-18,UPI,1380.76
7881,150522,2022-10-18,NetBanking,1681.73
7882,150440,2022-06-28,Wallet,2340.0
7883,122427,2023-01-27,Card,2240.4
7884,127050,2023-12-07,Card,335.72
7885,165741,2023-06-14,UPI,1767.95
7886,136350,2021-01-22,Card,263.47
7887,176689,2021-07-24,Card,2043.6
7888,188855,2022-12-28,Card,2280.31
7889,157825,2021-02-19,Card,2208.2
7890,141329,2023-08-01,Card,633.96
7891,167506,2023-01-23,Card,2741.25
7892,149496,2022-01-30,Card,1868.58
7893,170025,2023-02-25,Card,298.55
7894,185613,2023-11-09,Cash,2834.08
7895,159523,2023-04-06,Wallet,2353.73
7896,160381,2022-06-18,NetBanking,2499.85
7897,186352,2021-10-10,Card,163.05
7898,147106,2021-01-02,UPI,2080.86
7899,135362,2022-08-12,Card,343.88
7900,172877,2022-10-23,NetBanking,955.22
7901,155048,2021-02-11,Wallet,2913.16
7902,152003,2023-12-23,Card,1774.84
7903,114458,2021-09-17,UPI,543.72
7904,138970,2022-02-24,Card,2431.34
7905,118087,2022-04-19,UPI,2938.25
7906,145461,2022-05-07,NetBanking,2475.45
7907,183369,2021-08-24,Card,2329.41
7908,172449,2023-05-24,Card,2583.21
7909,192052,2023-02-22,Card,2536.39
7910,180105,2022-03-12,Card,2252.16
7911,116749,2023-11-14,Card,2728.74
7912,113307,2022-02-08,NetBanking,832.08
7913,196725,2023-10-05,Card,914.72
7914,155456,2023-10-09,Card,1311.74
7915,116060,2022-07-30,NetBanking,1336.47
7916,156574,2023-03-06,Card,759.72
7917,179004,2022-07-18,Card,1436.64
7918,143786,2021-05-26,UPI,1199.25
7919,176916,2023-03-28,Card,2954.68
7920,182312,2022-03-14,NetBanking,1812.45
7921,101072,2022-03-30,Card,1780.73
7922,133742,2021-07-31,UPI,1907.89
7923,168402,2021-08-16,Card,2367.18
7924,166233,2023-08-24,Card,1080.83
7925,145123,2021-01-16,Card,2226.49
7926,164121,2022-04-11,Wallet,766.37
7927,195841,2022-05-22,Card,2934.91
7928,154091,2022-12-29,Wallet,906.14
7929,160109,2022-11-19,UPI,2335.57
7930,150906,2023-11-17,Card,970.37
7931,137875,2021-02-18,Card,169.39
7932,117424,2021-09-04,Wallet,1437.72
7933,112369,2022-12-15,Card,1940.3
7934,149433,2023-05-19,Card,82.91
7935,107966,2022-04-26,Card,2481.6
7936,127959,2022-03-17,UPI,2610.6
7937,137299,2022-05-14,Card,1842.09
7938,155777,2021-04-16,Cash,1107.22
7939,134524,2022-06-22,Card,75.62
7940,143793,2023-05-15,UPI,1965.09
7941,192256,2021-04-19,UPI,2195.25
7942,186731,2021-12-18,UPI,708.05
7943,193830,2021-10-18,Wallet,2409.58
7944,117050,2021-10-15,Cash,543.56
7945,111196,2022-05-20,Card,857.82
7946,107888,2021-10-21,Card,206.64
7947,193705,2021-12-05,Card,961.83
7948,167141,2023-10-19,Card,2291.86
7949,147703,2021-11-02,NetBanking,2267.28
7950,152973,2021-10-04,Cash,2552.19
7951,179024,2021-06-13,Card,2937.61
7952,182524,2022-10-03,Card,1595.7
7953,167346,2023-11-10,Card,1277.16
7954,129725,2023-12-03,Card,1717.06
7955,151074,2023-11-12,Wallet,1376.27
7956,183125,2023-06-05,UPI,124.28
7957,112480,2021-09-09,Card,181.67
7958,123562,2021-04-14,Card,1096.93
7959,129010,2022-05-23,Wallet,772.75
7960,194989,2021-08-28,Wallet,1839.31
7961,172412,2022-11-19,Card,2035.33
7962,172628,2023-01-22,Card,2092.13
7963,169358,2023-06-07,NetBanking,1556.36
7964,103671,2022-11-30,Card,2772.49
7965,185371,2022-08-13,UPI,1543.4
7966,187860,2023-07-03,NetBanking,2594.65
7967,135650,2022-01-04,UPI,2145.64
7968,186146,2021-09-08,Card,114.95
7969,104070,2021-02-04,Card,2488.21
7970,108677,2022-02-04,Card,1869.2
7971,198863,2023-07-08,Card,2411.78
7972,110652,2021-12-22,UPI,1561.1
7973,170838,2023-12-08,Card,2142.96
7974,199350,2023-01-07,Wallet,2529.45
7975,155817,2023-06-14,Card,2558.58
7976,181544,2022-03-20,Card,638.37
7977,187062,2022-04-21,Card,2685.1
7978,111357,2023-03-12,Card,1531.07
7979,191582,2023-01-28,NetBanking,2800.6
7980,141784,2022-07-24,UPI,750.19
7981,137093,2023-06-24,NetBanking,2410.54
7982,119153,2022-10-23,UPI,1087.86
7983,157437,2021-04-06,UPI,2403.65
7984,104514,2021-10-11,NetBanking,2070.88
7985,165469,2022-02-03,Card,157.34
7986,151220,2021-12-13,UPI,330.04
7987,155074,2023-04-28,UPI,718.38
7988,195471,2023-03-10,UPI,652.32
7989,171491,2023-11-23,Card,2008.32
7990,186264,2021-10-11,Card,1180.82
7991,182668,2022-07-22,Wallet,2594.01
7992,154189,2021-06-17,Card,1708.13
7993,119133,2021-01-22,Card,1889.95
7994,193732,2023-06-09,NetBanking,519.01
7995,175235,2021-02-27,Card,255.2
7996,110410,2021-07-31,Card,543.62
7997,139925,2021-05-09,Card,937.91
7998,157465,2023-09-02,Wallet,446.19
7999,102066,2023-09-05,Card,169.76
8000,106571,2021-03-29,NetBanking,866.87
8001,126015,2023-03-08,NetBanking,802.61
8002,129332,2022-08-22,Card,2605.61
8003,140591,2023-05-22,NetBanking,2517.32
8004,157644,2021-02-13,Card,2410.09
8005,137440,2023-10-09,UPI,2414.6
8006,105057,2023-12-19,Card,1407.78
8007,149258,2022-11-01,Card,2009.83
8008,181567,2021-03-12,Card,1187.76
8009,166019,2021-09-01,UPI,816.4
8010,103788,2023-12-04,UPI,669.64
8011,137580,2021-12-07,UPI,2670.97
8012,146628,2023-03-17,Card,1902.57
8013,102345,2023-11-23,Card,2520.62
8014,173565,2021-03-31,Card,497.81
8015,142252,2022-07-06,Card,2010.74
8016,159838,2021-05-21,Cash,773.51
8017,118295,2023-12-03,NetBanking,108.98
8018,166825,2022-07-31,Cash,2274.59
8019,133818,2022-06-30,Card,2764.67
8020,176881,2022-03-18,Card,2698.52
8021,111435,2023-11-10,Card,1487.33
8022,105945,2022-12-03,Wallet,1643.11
8023,182508,2023-01-24,Card,525.47
8024,196593,2022-08-19,Card,424.42
8025,171843,2021-06-17,Card,1451.29
8026,182355,2023-10-08,UPI,1518.61
8027,140317,2022-09-04,UPI,1143.07
8028,176209,2022-04-23,Card,2606.63
8029,118535,2021-01-29,NetBanking,2029.28
8030,141012,2021-04-30,UPI,2191.38
8031,183785,2021-08-14,Card,2342.11
8032,132023,2023-12-02,NetBanking,1983.75
8033,178128,2021-04-01,Wallet,487.43
8034,198817,2022-04-24,Card,2278.61
8035,184551,2023-01-03,Card,611.82
8036,157081,2021-01-13,Card,1562.42
8037,161759,2022-07-25,Card,2604.22
8038,115148,2023-08-03,Wallet,219.32
8039,109098,2022-09-27,Card,2915.44
8040,116587,2023-02-14,UPI,1369.11
8041,107804,2022-09-01,UPI,299.1
8042,114083,2022-03-10,UPI,2920.81
8043,112550,2021-11-18,Wallet,1501.52
8044,115072,2021-10-31,Card,1822.27
8045,146125,2023-09-22,UPI,368.2
8046,104662,2023-10-09,NetBanking,971.51
8047,141108,2022-06-29,UPI,2918.26
8048,177384,2023-05-06,Card,1063.86
8049,166523,2023-06-10,UPI,1106.22
8050,146149,2023-12-03,NetBanking,1629.62
8051,125039,2023-06-11,UPI,1505.5
8052,102697,2022-03-03,Card,572.24
8053,160999,2022-03-21,Card,602.19
8054,173329,2022-11-27,Card,1345.84
8055,143559,2021-05-25,UPI,439.06
8056,118441,2021-12-20,Card,1963.58
8057,116539,2023-01-09,UPI,1189.26
8058,127622,2022-04-05,Card,2267.2
8059,156657,2023-09-22,Card,1698.37
8060,154472,2022-03-15,UPI,182.2
8061,129688,2022-07-05,Card,961.62
8062,162757,2022-11-08,NetBanking,2152.1
8063,191107,2022-07-08,Card,2945.97
8064,196381,2022-04-21,Wallet,2584.88
8065,123098,2023-10-10,Wallet,758.87
8066,129834,2023-03-01,Wallet,256.56
8067,190919,2023-09-23,Cash,44.15
8068,112013,2022-11-11,NetBanking,709.13
8069,143812,2022-04-15,Cash,1714.9
8070,148387,2022-01-28,Card,2140.23
8071,104037,2023-07-12,NetBanking,267.65
8072,109128,2023-01-19,Card,472.24
8073,134099,2023-09-21,UPI,883.43
8074,174421,2022-12-15,Card,1108.21
8075,191224,2022-04-09,Card,481.08
8076,123096,2022-11-21,UPI,2988.69
8077,176619,2022-03-17,Card,1909.24
8078,142516,2024-01-21,Wallet,1151.63
8079,192092,2021-11-28,Card,2190.39
8080,108153,2021-01-12,Card,578.33
8081,171309,2023-10-05,Card,190.8
8082,139314,2023-05-27,NetBanking,1604.97
8083,129457,2023-03-05,Card,259.48
8084,140521,2023-03-13,Card,136.1
8085,191551,2023-02-18,Wallet,1843.24
8086,177768,2022-01-03,NetBanking,2644.56
8087,113306,2021-03-18,Card,2147.33
8088,198021,2023-03-12,NetBanking,2744.09
8089,139933,2021-06-13,Card,712.86
8090,134367,2021-04-09,Card,253.74
8091,173211,2021-06-23,Card,875.32
8092,169313,2021-10-31,Card,2459.95
8093,144835,2022-01-17,Wallet,172.77
8094,179395,2022-01-30,Wallet,2883.11
8095,189786,2021-08-07,UPI,1110.63
8096,115441,2023-10-22,Card,1774.2
8097,115447,2023-02-27,UPI,2009.95
8098,102981,2023-10-28,Cash,2303.59
8099,148372,2022-03-27,Card,1109.71
8100,195357,2022-05-17,Card,1478.33
8101,117276,2022-01-25,Card,97.74
8102,171681,2023-09-03,NetBanking,1647.08
8103,128525,2023-12-09,Card,1126.43
8104,150738,2021-05-16,Wallet,2211.44
8105,172038,2024-01-30,Card,2554.35
8106,154872,2021-03-20,Cash,1923.06
8107,199170,2023-08-10,NetBanking,2405.06
8108,162887,2023-03-21,Card,1992.44
8109,144428,2021-11-28,NetBanking,2082.8
8110,176700,2022-06-25,UPI,791.63
8111,155296,2022-03-08,Card,666.05
8112,138102,2021-10-20,UPI,2965.6
8113,142480,2022-03-04,Card,2361.31
8114,151913,2021-01-03,UPI,751.44
8115,107454,2023-05-26,UPI,1579.77
8116,148935,2023-01-19,Card,2395.55
8117,119106,2022-01-13,UPI,2799.3
8118,188579,2022-01-01,UPI,1527.81
8119,138300,2021-10-05,Wallet,2505.97
8120,164629,2023-09-23,Card,2159.14
8121,162855,2024-01-19,NetBanking,1338.61
8122,126877,2022-05-24,UPI,1501.29
8123,127277,2021-12-23,NetBanking,2455.61
8124,113077,2021-11-20,NetBanking,1852.73
8125,164516,2021-09-08,Card,2493.91
8126,116611,2024-01-09,Card,1664.64
8127,194754,2022-02-16,Card,2425.01
8128,123490,2022-07-08,UPI,2929.09
8129,153569,2022-04-26,NetBanking,2477.75
8130,129074,2023-10-09,Wallet,1985.52
8131,180529,2023-11-29,Card,2338.59
8132,165108,2022-07-27,Card,1542.24
8133,127982,2023-10-15,Card,2316.09
8134,155109,2021-10-17,UPI,495.44
8135,159775,2021-04-02,Wallet,2941.01
8136,112644,2022-06-15,Cash,1113.88
8137,135146,2023-04-08,Card,2680.36
8138,152203,2021-04-06,Card,760.29
8139,128220,2021-06-09,Card,163.33
8140,168763,2023-10-15,Wallet,1557.07
8141,128296,2022-03-10,UPI,258.4
8142,160230,2023-11-19,Card,1368.86
8143,128623,2022-11-07,UPI,645.15
8144,107906,2023-03-23,Card,2276.8
8145,111952,2021-06-15,Card,1594.02
8146,180062,2022-11-10,UPI,639.13
8147,107954,2023-04-13,Card,1690.36
8148,198249,2022-10-11,Card,1414.28
8149,190799,2021-04-25,UPI,595.66
8150,142260,2022-09-19,Cash,704.19
8151,148755,2023-03-01,Card,880.32
8152,104838,2023-09-12,Wallet,1631.47
8153,131417,2023-01-27,Card,2473.28
8154,119616,2022-01-07,Card,1870.17
8155,177334,2021-05-02,Wallet,2142.21
8156,140480,2023-01-24,Card,1511.72
8157,184153,2023-04-27,Card,334.37
8158,137386,2022-02-07,Card,725.55
8159,118897,2021-01-09,Card,1744.3
8160,106626,2022-04-21,Wallet,693.51
8161,114653,2022-11-01,Card,2784.7
8162,174206,2022-09-18,Card,1651.87
8163,183090,2022-08-19,Card,485.84
8164,117880,2022-09-19,Card,57.52
8165,114508,2021-06-11,NetBanking,2583.1
8166,133958,2021-01-18,Card,672.79
8167,130408,2022-10-05,Card,2711.64
8168,130473,2023-11-15,Card,940.64
8169,157289,2021-01-12,Card,1265.16
8170,159264,2022-09-15,Card,218.46
8171,161786,2023-09-15,Card,2542.58
8172,175648,2022-06-09,UPI,1034.69
8173,101358,2022-09-23,Wallet,843.67
8174,157702,2021-01-12,Card,2982.88
8175,197944,2023-08-04,NetBanking,50.19
8176,123326,2023-11-10,Card,1165.15
8177,172915,2022-02-20,Card,1608.59
8178,184763,2022-06-27,Card,1069.84
8179,164806,2023-11-04,UPI,2837.14
8180,108148,2023-06-02,Cash,1267.2
8181,111434,2021-03-04,UPI,740.09
8182,147048,2023-07-25,Card,1683.78
8183,145376,2023-09-06,Card,954.53
8184,172269,2023-06-01,UPI,1088.26
8185,126613,2021-05-21,Card,2476.14
8186,109785,2021-09-21,NetBanking,2900.24
8187,101428,2021-12-22,UPI,975.43
8188,114936,2021-08-26,NetBanking,2662.51
8189,133338,2022-12-03,Card,880.02
8190,109401,2021-10-11,Card,1640.5
8191,157057,2023-07-04,Card,1387.65
8192,156331,2023-09-10,Card,2788.67
8193,189456,2021-02-22,Card,2394.86
8194,154530,2021-04-18,Card,1689.34
8195,172330,2022-08-26,Wallet,1379.67
8196,188765,2022-06-26,NetBanking,2570.37
8197,143679,2023-11-11,Card,932.77
8198,116406,2022-03-01,Card,2688.25
8199,124975,2023-06-07,UPI,568.62
8200,140680,2023-04-26,NetBanking,2654.44
8201,196647,2023-12-25,NetBanking,1181.97
8202,109648,2022-01-19,Card,2168.8
8203,122617,2022-02-03,Card,723.1
8204,125288,2022-06-27,Card,1976.13
8205,100341,2023-04-22,Card,1965.72
8206,111691,2021-05-13,Card,83.13
8207,177764,2024-01-24,UPI,923.36
8208,197700,2021-06-17,Card,766.62
8209,170581,2023-10-11,Card,1492.24
8210,129050,2023-11-09,Card,528.7
8211,103989,2021-07-04,Cash,660.74
8212,176026,2021-01-28,UPI,1036.22
8213,146136,2021-09-25,Card,231.53
8214,189450,2021-11-19,Card,60.44
8215,118514,2022-10-05,NetBanking,1910.52
8216,151983,2023-02-01,Card,2309.92
8217,147149,2022-07-05,Wallet,1606.65
8218,141808,2024-01-03,Card,1915.09
8219,118993,2021-06-19,NetBanking,2973.58
8220,187345,2022-05-30,UPI,2095.5
8221,143228,2023-09-25,Card,383.01
8222,139923,2021-07-12,Card,1746.09
8223,189700,2023-11-06,UPI,835.23
8224,140511,2023-06-11,UPI,2861.28
8225,111467,2022-06-01,Card,233.74
8226,102414,2022-02-10,Card,11.91
8227,144577,2021-01-26,Cash,1915.65
8228,165528,2022-03-16,UPI,2747.93
8229,180720,2021-12-31,Card,2196.15
8230,121778,2023-06-24,Card,2554.04
8231,120085,2023-11-21,UPI,890.05
8232,110199,2021-11-15,Card,1843.3
8233,163608,2022-10-05,Card,674.17
8234,174344,2023-02-06,Card,688.62
8235,143784,2023-07-23,Card,364.12
8236,191534,2021-07-20,Card,1092.48
8237,131342,2023-07-08,UPI,364.94
8238,152172,2023-08-27,Card,294.05
8239,122854,2021-10-02,NetBanking,2737.12
8240,121725,2022-08-01,Wallet,2139.74
8241,190033,2021-11-14,Card,220.14
8242,115290,2022-01-28,UPI,1893.36
8243,111197,2022-08-31,Card,2915.26
8244,199123,2023-02-28,Card,2504.15
8245,155343,2022-10-05,Card,1181.19
8246,128118,2022-02-11,Wallet,1900.54
8247,192496,2021-06-01,Card,2435.12
8248,123187,2021-06-30,NetBanking,2040.35
8249,144939,2021-09-30,Card,2861.38
8250,136284,2023-03-13,Wallet,2250.62
8251,189877,2022-09-08,Card,1768.79
8252,108828,2022-01-05,Card,2330.94
8253,123930,2022-11-12,Wallet,868.14
8254,182273,2022-05-18,Card,993.08
8255,104089,2023-10-31,UPI,416.69
8256,149484,2023-07-23,UPI,2013.9
8257,119327,2021-04-30,UPI,2821.66
8258,115329,2021-04-26,UPI,2929.87
8259,146091,2021-08-26,Card,2674.07
8260,116031,2023-11-06,Card,282.01
8261,142337,2022-03-10,Card,1415.77
8262,113306,2023-11-06,UPI,2633.73
8263,157607,2024-01-27,Card,323.2
8264,129812,2021-07-25,Card,764.96
8265,197831,2021-10-04,Card,2624.81
8266,164484,2022-05-28,Card,1673.99
8267,161926,2023-06-05,Card,1258.23
8268,104668,2023-12-24,UPI,2923.31
8269,159571,2024-01-24,Card,761.36
8270,128281,2023-11-26,NetBanking,1457.99
8271,104409,2022-08-30,Wallet,680.15
8272,125579,2021-05-28,UPI,477.53
8273,126020,2022-11-01,Cash,2859.06
8274,164806,2021-09-19,UPI,875.15
8275,197937,2022-12-02,Card,90.39
8276,129796,2021-05-19,Card,2442.56
8277,117811,2023-03-02,UPI,709.43
8278,187516,2022-04-29,Card,321.78
8279,126316,2021-05-27,Card,440.74
8280,151172,2023-06-14,Wallet,617.63
8281,175834,2022-03-31,UPI,663.57
8282,115268,2023-02-01,UPI,2459.38
8283,116033,2023-01-28,NetBanking,1498.0
8284,144174,2022-02-27,UPI,237.3
8285,124252,2021-09-15,Card,2424.87
8286,163165,2022-07-10,Card,1686.07
8287,195047,2023-11-06,Wallet,2633.24
8288,110754,2022-03-19,Card,2491.8
8289,122795,2023-10-22,Card,1999.84
8290,187212,2023-10-10,UPI,1315.08
8291,136101,2021-02-23,Card,2650.48
8292,161706,2023-04-21,UPI,853.52
8293,114243,2021-07-28,UPI,1713.73
8294,116807,2024-01-07,UPI,1072.46
8295,127945,2023-01-27,UPI,2214.28
8296,194661,2022-01-14,Card,1796.88
8297,129437,2022-10-13,Card,2988.82
8298,125994,2023-10-03,NetBanking,709.53
8299,158514,2023-07-22,NetBanking,2016.17
8300,124213,2021-03-14,Card,2785.79
8301,150067,2021-12-17,UPI,269.03
8302,133596,2023-09-30,NetBanking,2419.36
8303,129574,2021-07-22,UPI,317.65
8304,134936,2022-07-11,Card,2047.26
8305,112419,2021-07-11,Card,2542.2
8306,173937,2021-07-22,Card,1384.12
8307,194278,2023-11-25,Card,121.75
8308,154197,2022-12-14,Card,847.74
8309,194690,2021-03-01,NetBanking,196.83
8310,172595,2022-12-31,Card,253.21
8311,171867,2023-04-22,Wallet,405.93
8312,165921,2022-04-16,Wallet,355.81
8313,108603,2022-03-12,Card,2856.78
8314,132201,2021-01-11,UPI,2989.47
8315,199334,2022-08-27,Card,1421.89
8316,113406,2023-03-24,UPI,2564.33
8317,155909,2021-05-11,Card,2317.91
8318,138392,2023-05-30,NetBanking,2417.89
8319,107555,2024-01-31,UPI,2990.52
8320,148421,2023-05-18,NetBanking,2134.25
8321,136097,2022-07-12,Wallet,2699.66
8322,139582,2022-01-24,Card,2899.86
8323,191177,2021-08-01,Card,2328.2
8324,152132,2021-11-04,Card,492.85
8325,131428,2023-10-08,Card,297.61
8326,193171,2023-12-11,Wallet,1693.16
8327,155991,2022-11-17,Card,1343.67
8328,160915,2021-09-27,Card,2787.17
8329,198756,2021-02-15,UPI,856.14
8330,156305,2023-10-23,Card,2352.91
8331,147960,2022-08-30,Card,173.44
8332,151328,2023-03-12,NetBanking,76.66
8333,157397,2022-09-22,Card,2089.79
8334,198302,2022-08-01,NetBanking,385.06
8335,137979,2021-06-26,UPI,442.14
8336,189919,2023-03-19,NetBanking,2401.57
8337,178789,2023-08-26,Wallet,724.91
8338,198497,2023-10-09,UPI,793.87
8339,139607,2021-08-02,Card,108.81
8340,113436,2021-05-22,NetBanking,524.32
8341,150156,2022-12-20,Card,299.55
8342,181024,2022-02-27,Card,2839.52
8343,192813,2022-07-06,UPI,812.41
8344,139231,2023-05-05,Card,1834.53
8345,199637,2021-12-01,NetBanking,1653.34
8346,102691,2023-06-28,Card,2812.95
8347,135102,2021-11-13,NetBanking,216.89
8348,133941,2022-01-06,UPI,1064.15
8349,102629,2022-03-18,UPI,2058.52
8350,163897,2021-07-22,Card,1071.82
8351,136783,2022-03-05,Card,1785.36
8352,187404,2021-09-18,Card,2425.25
8353,167687,2021-08-20,UPI,1921.86
8354,161476,2021-07-01,Card,1208.3
8355,134296,2022-05-28,Card,1971.21
8356,142325,2021-08-15,Card,1785.62
8357,197085,2023-08-29,Card,1525.68
8358,106064,2022-08-08,Wallet,2464.25
8359,119233,2022-06-28,Cash,1192.73
8360,146305,2021-09-10,NetBanking,1510.56
8361,152263,2023-07-21,UPI,1022.64
8362,148827,2021-08-18,NetBanking,2332.75
8363,148512,2021-05-26,Card,2883.29
